CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Domicilio;coordenadas;Cód. Postal;Provincia;Municipio;Enseñanza (agrupada);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005872;MARIANO CASTILLO;Cl. Calera, 30;;50162;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Mujer;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005872;MARIANO CASTILLO;Cl. Calera, 30;;50162;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Mujer;13 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;27
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;22
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Hombre;6 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Hombre;7 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Mujer;6 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Hombre;7 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Hombre;8 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Mujer;7 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Mujer;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Hombre;8 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Hombre;9 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;8 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;10 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;11 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Mujer;10 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Mujer;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Hombre;11 Años;25
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Hombre;12 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Hombre;13 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Mujer;11 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005896;ANA MAYAYO;CL. Alfonso Carlos Comín Ros, 2;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Mujer;12 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Hombre;6 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Hombre;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Mujer;6 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Hombre;7 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Hombre;8 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Mujer;7 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Hombre;8 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Hombre;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;8 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Mujer;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;10 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;11 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Mujer;10 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Mujer;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Hombre;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Hombre;12 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Mujer;11 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005902;ANDRÉS MANJÓN;Cl. Delicias, 90;;50017;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Mujer;12 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;28
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;27
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Hombre;6 Años;31
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Hombre;7 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Mujer;6 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Hombre;7 Años;22
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Hombre;8 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Mujer;7 Años;18
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Mujer;8 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Hombre;8 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Hombre;9 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;8 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;31
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;34
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Mujer;10 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;10 Años;40
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Mujer;10 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Mujer;11 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Hombre;11 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Hombre;12 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Hombre;13 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Mujer;11 Años;31
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005914;RECARTE Y ORNAT;Cl. San Juan Bosco, 7;;50009;Zaragoza;Zaragoza;EP;E. Primaria;Total;Sexto;Mujer;12 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EI;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Hombre;6 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Primero;Mujer;6 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Hombre;7 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Hombre;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Mujer;7 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Segundo;Mujer;8 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Hombre;8 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Hombre;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;8 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;9 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Tercero;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Hombre;9 Años;27
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Hombre;10 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Cuarto;Mujer;9 Años;18
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;10 Años;18
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005926;CÁNDIDO DOMINGO;Cl. Sobrarbe, 8;;50015;Zaragoza;Zaragoza;EP;E. Primaria;Total;Quinto;Mujer;10 Años;21
