CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Cód. RCD Centro;Domicilio;Provincia;Municipio;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;50003206;Cami. Baldío, S/N;Zaragoza;Morata de Jalón;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;50003504;Camino de Mallén, 40;Zaragoza;Novillas;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;50003711;CNO. ACCESO DESDE FINAL AVDA. SANTA ANA;Zaragoza;Pastriz;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;50003735;Cl. María Moliner, s/n;Zaragoza;Pedrola;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;26
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;29
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;26
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;26
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;50003851;P.º De Los Estudiantes, S/N;Zaragoza;Pinseque;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003981;JOAQUÍN COSTA;50003981;Cl. Joaquín Costa, 73;Zaragoza;Pradilla de Ebro;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003981;JOAQUÍN COSTA;50003981;Cl. Joaquín Costa, 73;Zaragoza;Pradilla de Ebro;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003981;JOAQUÍN COSTA;50003981;Cl. Joaquín Costa, 73;Zaragoza;Pradilla de Ebro;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003981;JOAQUÍN COSTA;50003981;Cl. Joaquín Costa, 73;Zaragoza;Pradilla de Ebro;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003981;JOAQUÍN COSTA;50003981;Cl. Joaquín Costa, 73;Zaragoza;Pradilla de Ebro;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003981;JOAQUÍN COSTA;50003981;Cl. Joaquín Costa, 73;Zaragoza;Pradilla de Ebro;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50003981;JOAQUÍN COSTA;50003981;Cl. Joaquín Costa, 73;Zaragoza;Pradilla de Ebro;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;1
