CE;Enseñanza;Curso;Naturaleza;Denom. Genérica Centro;Centro;Nº Matriculados
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;50
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RODANAS;46
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;27
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;43
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;86
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;61
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;89
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;68
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;37
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;50
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIGLO XXI;38
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SOBRARBE;39
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;109
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;49
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;84
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;48
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;116
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;76
2014/2015;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ZAURÍN;25
2014/2015;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;51
2014/2015;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;47
2014/2015;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;208
2014/2015;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;41
2014/2015;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;109
2014/2015;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;59
2014/2015;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;59
2014/2015;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;179
2014/2015;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;58
2014/2015;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;102
2014/2015;Bachillerato;2;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;70
2014/2015;Bachillerato;3;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;29
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ANDALÁN;77
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;51
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;AVEMPACE;104
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;192
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO CINCA;71
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;39
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;73
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;31
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CABAÑAS;66
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;62
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;67
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;21
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;64
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;90
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;81
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EL PORTILLO;77
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ELAIOS;102
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;88
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;105
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;29
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;71
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;105
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GALLICUM;85
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GOYA;291
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;71
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÍTACA;119
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;100
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;45
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;35
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;70
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;56
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;113
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA LLITERA;30
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;39
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;56
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;122
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;74
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;54
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MATARRAÑA;31
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;90
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;155
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;93
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;194
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIRALBUENO;30
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;39
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;63
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;65
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;93
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;61
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;197
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;132
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;162
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRINEOS;49
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;49
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;53
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;184
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;52
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;78
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO ARBA;45
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;46
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RODANAS;56
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;20
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;38
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;92
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;62
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;92
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;69
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;45
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;61
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIGLO XXI;44
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SOBRARBE;35
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;106
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;73
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;68
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALDESPARTERA;31
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;36
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;70
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;85
2015/2016;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ZAURÍN;36
2015/2016;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;40
2015/2016;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;28
2015/2016;Bachillerato;1;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;168
2015/2016;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;42
2015/2016;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;87
2015/2016;Bachillerato;1;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;50
2015/2016;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;65
2015/2016;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;126
2015/2016;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;57
2015/2016;Bachillerato;1;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;96
2015/2016;Bachillerato;1;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;70
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ANDALÁN;77
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;45
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;AVEMPACE;82
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;211
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BAJO CINCA;60
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;34
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;65
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;25
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CABAÑAS;63
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;63
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;45
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;14
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;54
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;78
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;72
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EL PORTILLO;61
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ELAIOS;94
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;82
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;81
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;23
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;82
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;114
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GALLICUM;56
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;GOYA;497
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;75
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ÍTACA;156
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;84
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;42
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;699
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;67
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;77
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;102
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LA LLITERA;33
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;59
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;121
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;112
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;62
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;69
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MATARRAÑA;27
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;92
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;158
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;72
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;180
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MIRALBUENO;32
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;41
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;67
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;58
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;62
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;41
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;223
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;90
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;139
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;PIRINEOS;56
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;47
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;49
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;187
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;58
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;73
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO ARBA;39
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;45
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;RODANAS;32
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;26
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;41
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;59
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;57
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;88
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;62
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;33
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIERRA DE SAN QUÍLEZ;33
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SIGLO XXI;38
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;SOBRARBE;37
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TIEMPOS MODERNOS;103
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TORRE DE LOS ESPEJOS;40
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;TUBALCAÍN;69
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VALLE DEL JILOCA;35
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;107
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;VIRGEN DEL PILAR;87
2015/2016;Bachillerato;2;Centro público;Instituto de Educación Secundaria;ZAURÍN;48
2015/2016;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE HUESCA;56
2015/2016;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE TERUEL;42
2015/2016;Bachillerato;2;Centro público;Escuela de Arte;ESCUELA DE ARTE DE ZARAGOZA;210
2015/2016;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SALESIANOS LAVIAGA-CASTILLO;49
2015/2016;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SAN VALERO;109
2015/2016;Bachillerato;2;Centro privado;Centro Privado de Educación Secundaria;SANTO DOMINGO SAVIO;53
2015/2016;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;EL BUEN PASTOR;75
2015/2016;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;OBRA DIOCESANA SANTO DOMINGO DE SILOS;138
2015/2016;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;PADRE ENRIQUE DE OSSÓ;53
2015/2016;Bachillerato;2;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;SALESIANO NTRA. SRA.DEL PILAR;105
2015/2016;Bachillerato;2;Centro privado;Centro Privado Integrado de Formación Profesional;LA SALLE-SANTO ANGEL;69
2015/2016;Bachillerato;3;Centro público;Instituto de Educación Secundaria;VEGA DEL TURIA;22
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ANDALÁN;93
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÁNGEL SANZ BRIZ;37
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;AVEMPACE;89
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO ARAGÓN;206
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BAJO CINCA;78
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BALTASAR GRACIÁN;36
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BENJAMÍN JARNÉS;81
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;BIELLO ARAGÓN;22
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CABAÑAS;53
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CINCO VILLAS;63
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CLARA CAMPOAMOR RODRÍGUEZ;55
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;COMUNIDAD DE DAROCA;16
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CONDE ARANDA;45
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;CORONA DE ARAGÓN;89
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DE CASTEJÓN DE SOS;22
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;DOMINGO MIRAL;78
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EL PORTILLO;60
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ELAIOS;84
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;EMILIO JIMENO;87
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FÉLIX DE AZARA;80
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FERNANDO LÁZARO CARRETER;43
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCÉS DE ARANDA;83
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;FRANCISCO GRANDE COVIÁN;111
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GALLICUM;81
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;GOYA;291
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;HERMANOS ARGENSOLA;62
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;ÍTACA;115
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JERÓNIMO ZURITA;99
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOAQUÍN COSTA;50
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MANUEL BLECUA;30
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JOSÉ MOR DE FUENTES;89
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;JUAN DE LANUZA;73
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA AZUCARERA;100
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LA LLITERA;32
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LEONARDO DE CHABACIER;53
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUCAS MALLADA;56
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;LUIS BUÑUEL;100
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MAR DE ARAGÓN;56
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MARTÍNEZ VARGAS;73
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MATARRAÑA;41
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MEDINA ALBAIDA;86
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL CATALÁN;166
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL DE MOLINOS;68
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIGUEL SERVET;191
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MIRALBUENO;31
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;MONEGROS-GASPAR LAX;35
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO GARGALLO;53
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;68
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PABLO SERRANO;95
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO CERRADA;54
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PEDRO DE LUNA;177
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PILAR LORENGAR;112
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRÁMIDE;135
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;PIRINEOS;37
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN J. SENDER;39
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN PIGNATELLI;57
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;125
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RAMÓN Y CAJAL;68
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;REYES CATÓLICOS;67
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO ARBA;41
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RÍO GÁLLEGO;64
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;RODANAS;59
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SALVADOR VICTORIA;26
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SAN ALBERTO MAGNO;43
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTA EMERENCIANA;90
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SANTIAGO HERNÁNDEZ;57
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SEGUNDO DE CHOMÓN;95
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE GUARA;68
2016/2017;Bachillerato;1;Centro público;Instituto de Educación Secundaria;SIERRA DE LA VIRGEN;39
