ensenanza;curso;codmodalidad;modalidad;turno;dencentro;codcentro;nombrecentro;provincia;localidad;ngrupos;nmatriculado
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;44004653;PABLO SERRANO;Teruel;Andorra;1;15
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50005793;ÍTACA;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50009129;CINCO VILLAS;Zaragoza;Ejea de los Caballeros;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50009592;GALLICUM;Zaragoza;Zuera;1;11
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50010041;PEDRO CERRADA;Zaragoza;Utebo;1;22
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50010144;PABLO SERRANO;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50010533;CABAÑAS;Zaragoza;Almunia de Doña Godina (La);1;14
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50011008;RODANAS;Zaragoza;Épila;1;11
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50011513;TUBALCAÍN;Zaragoza;Tarazona;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50011525;MIGUEL CATALÁN;Zaragoza;Zaragoza;1;29
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Instituto de Educación Secundaria;50011732;MAR DE ARAGÓN;Zaragoza;Caspe;1;10
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Centro Privado de Educación Secundaria;22003239;SANTO DOMINGO SAVIO;Huesca;Monzón;1;25
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Centro Privado de Educación Secundaria;50007716;SAN VALERO;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006529;EL BUEN PASTOR;Zaragoza;Zaragoza;1;25
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;1;32
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007017;MARÍA AUXILIADORA;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Diurno;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;29
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Vespertino;Instituto de Educación Secundaria;50001179;EMILIO JIMENO;Zaragoza;Calatayud;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Vespertino;Instituto de Educación Secundaria;50010491;SANTIAGO HERNÁNDEZ;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Vespertino;Instituto de Educación Secundaria;50010511;TIEMPOS MODERNOS;Zaragoza;Zaragoza;1;34
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Vespertino;Instituto de Educación Secundaria;50010946;ANDALÁN;Zaragoza;Zaragoza;1;29
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Vespertino;Centro Privado de Formación Profesional Específica;50008654;CEFOR IZQUIERDO;Zaragoza;Zaragoza;1;29
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;Vespertino;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG301;Administración y Finanzas;A distancia;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;132
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG302;Asistencia a la dirección;Vespertino;Centro Público Integrado de Formación Profesional;44010537;BAJO ARAGÓN;Teruel;Alcañiz;1;14
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG302;Asistencia a la dirección;Vespertino;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;ADG302;Asistencia a la dirección;A distancia;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;103
Ciclos Formativos de Formación Profesional de Grado Superior;2;AFD301;Enseñanza y animación sociodeportiva;Diurno;Instituto de Educación Secundaria;44003247;FRANCÉS DE ARANDA;Teruel;Teruel;1;14
Ciclos Formativos de Formación Profesional de Grado Superior;2;AFD301;Enseñanza y animación sociodeportiva;Diurno;Instituto de Educación Secundaria;50001830;REYES CATÓLICOS;Zaragoza;Ejea de los Caballeros;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;AFD301;Enseñanza y animación sociodeportiva;Diurno;Instituto de Educación Secundaria;50005793;ÍTACA;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;AFD301;Enseñanza y animación sociodeportiva;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;AFD301;Enseñanza y animación sociodeportiva;Vespertino;Instituto de Educación Secundaria;50005793;ÍTACA;Zaragoza;Zaragoza;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;AFD301;Enseñanza y animación sociodeportiva;Vespertino;Centro Público Integrado de Formación Profesional;22010712;PIRÁMIDE;Huesca;Huesca;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;AFD302;Acondicionamiento físico;Diurno;Instituto de Educación Secundaria;44003247;FRANCÉS DE ARANDA;Teruel;Teruel;1;11
Ciclos Formativos de Formación Profesional de Grado Superior;2;AFD302;Acondicionamiento físico;Vespertino;Instituto de Educación Secundaria;50005793;ÍTACA;Zaragoza;Zaragoza;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;AGA302;Gestión Forestal y del Medio Natural;Diurno;Centro Privado de Formación Profesional Específica;50001829;E.F.A. BOALARES;Zaragoza;Ejea de los Caballeros;1;19
Ciclos Formativos de Formación Profesional de Grado Superior;2;AGA302;Gestión Forestal y del Medio Natural;Diurno;Escuela de Capacitación Agraria;22002740;INSTITUTO DE FORMACIÓN AGROAMBIENTAL;Huesca;Jaca;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;AGA302;Gestión Forestal y del Medio Natural;Diurno;Centro Público Integrado de Formación Profesional;22002491;MONTEARAGÓN;Huesca;Huesca;1;22
Ciclos Formativos de Formación Profesional de Grado Superior;2;AGA302;Gestión Forestal y del Medio Natural;Diurno;Centro Público Integrado de Formación Profesional;44003028;DE SAN BLAS;Teruel;San Blas;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;AGA302;Gestión Forestal y del Medio Natural;Diurno;Centro Público Integrado de Formación Profesional;50005690;DE MOVERA;Zaragoza;Movera;1;45
Ciclos Formativos de Formación Profesional de Grado Superior;2;AGA303;Paisajismo y medio rural;Diurno;Centro Público Integrado de Formación Profesional;22002491;MONTEARAGÓN;Huesca;Huesca;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;AGA303;Paisajismo y medio rural;Diurno;Centro Público Integrado de Formación Profesional;50005690;DE MOVERA;Zaragoza;Movera;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;AGA304;Técnico Superior en Ganadería y Asistencia en Sanidad Animal;Diurno;Centro Público Integrado de Formación Profesional;22002491;MONTEARAGÓN;Huesca;Huesca;1;26
Ciclos Formativos de Formación Profesional de Grado Superior;2;ARG301;Diseño y edición de publicaciones impresas y multimedia;Diurno;Instituto de Educación Secundaria;50010739;PILAR LORENGAR;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM301;Comercio Internacional;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM301;Comercio Internacional;Vespertino;Centro Privado de Formación Profesional Específica;50009889;ACADEMIA MARCO;Zaragoza;Zaragoza;1;17
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM301;Comercio Internacional;A distancia;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;130
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM302;Gestión de ventas y espacios comerciales;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;25
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM302;Gestión de ventas y espacios comerciales;A distancia;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;91
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM303;Transporte y Logística;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;40
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM303;Transporte y Logística;Vespertino;Instituto de Educación Secundaria;44003211;SANTA EMERENCIANA;Teruel;Teruel;1;8
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM303;Transporte y Logística;A distancia;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;143
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM304;Marketing y publicidad;Diurno;Centro Privado de Formación Profesional Específica;50008654;CEFOR IZQUIERDO;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM304;Marketing y publicidad;Diurno;Centro Privado de Formación Profesional Específica;50009889;ACADEMIA MARCO;Zaragoza;Zaragoza;1;19
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM304;Marketing y publicidad;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM304;Marketing y publicidad;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM304;Marketing y publicidad;Vespertino;Instituto de Educación Secundaria;22004888;BAJO CINCA;Huesca;Fraga;1;11
Ciclos Formativos de Formación Profesional de Grado Superior;2;COM304;Marketing y publicidad;Vespertino;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE301;Mantenimiento Electrónico;Diurno;Instituto de Educación Secundaria;50010041;PEDRO CERRADA;Zaragoza;Utebo;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE301;Mantenimiento Electrónico;Diurno;Centro Privado de Educación Secundaria;50007716;SAN VALERO;Zaragoza;Zaragoza;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE301;Mantenimiento Electrónico;Vespertino;Instituto de Educación Secundaria;50010144;PABLO SERRANO;Zaragoza;Zaragoza;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE302;Sistemas Electrotécnicos y Automatizados;Diurno;Instituto de Educación Secundaria;22004611;MARTÍNEZ VARGAS;Huesca;Barbastro;1;6
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE302;Sistemas Electrotécnicos y Automatizados;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Zaragoza;Zaragoza;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE302;Sistemas Electrotécnicos y Automatizados;Diurno;Centro Público Integrado de Formación Profesional;44010537;BAJO ARAGÓN;Teruel;Alcañiz;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE302;Sistemas Electrotécnicos y Automatizados;Vespertino;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;18
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE303;Automatización y Robótica Industrial;Diurno;Instituto de Educación Secundaria;22004891;BIELLO ARAGÓN;Huesca;Sabiñánigo;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE303;Automatización y Robótica Industrial;Diurno;Instituto de Educación Secundaria;44003223;SEGUNDO DE CHOMÓN;Teruel;Teruel;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE303;Automatización y Robótica Industrial;Diurno;Instituto de Educación Secundaria;44004653;PABLO SERRANO;Teruel;Andorra;1;14
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE303;Automatización y Robótica Industrial;Diurno;Instituto de Educación Secundaria;50009592;GALLICUM;Zaragoza;Zuera;1;9
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE303;Automatización y Robótica Industrial;Diurno;Centro Privado de Educación Secundaria;22003239;SANTO DOMINGO SAVIO;Huesca;Monzón;1;12
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE303;Automatización y Robótica Industrial;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Zaragoza;Zaragoza;1;29
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE303;Automatización y Robótica Industrial;Diurno;Centro Privado Integrado de Formación Profesional;50007492;LA SALLE-SANTO ANGEL;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE303;Automatización y Robótica Industrial;Vespertino;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;23
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE304;Sistemas de Telecomunicaciones e Informáticos;Diurno;Instituto de Educación Secundaria;50010511;TIEMPOS MODERNOS;Zaragoza;Zaragoza;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE304;Sistemas de Telecomunicaciones e Informáticos;Diurno;Instituto de Educación Secundaria;50010946;ANDALÁN;Zaragoza;Zaragoza;1;7
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE304;Sistemas de Telecomunicaciones e Informáticos;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE304;Sistemas de Telecomunicaciones e Informáticos;Diurno;Centro Público Integrado de Formación Profesional;22010712;PIRÁMIDE;Huesca;Huesca;1;4
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE304;Sistemas de Telecomunicaciones e Informáticos;Vespertino;Instituto de Educación Secundaria;50009567;RÍO GÁLLEGO;Zaragoza;Zaragoza;1;15
Ciclos Formativos de Formación Profesional de Grado Superior;2;ELE305;Electromedicina clínica;Vespertino;Instituto de Educación Secundaria;50009567;RÍO GÁLLEGO;Zaragoza;Zaragoza;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;ENA301;Eficiencia Energética y Energía Solar Térmica;Diurno;Centro Público Integrado de Formación Profesional;22010712;PIRÁMIDE;Huesca;Huesca;1;4
Ciclos Formativos de Formación Profesional de Grado Superior;2;ENA301;Eficiencia Energética y Energía Solar Térmica;Vespertino;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;11
Ciclos Formativos de Formación Profesional de Grado Superior;2;ENA302;Energías Renovables;Vespertino;Centro Público Integrado de Formación Profesional;22010712;PIRÁMIDE;Huesca;Huesca;1;24
Ciclos Formativos de Formación Profesional de Grado Superior;2;EOC301;Proyectos de Edificación;Diurno;Centro Público Integrado de Formación Profesional;22010712;PIRÁMIDE;Huesca;Huesca;1;3
Ciclos Formativos de Formación Profesional de Grado Superior;2;EOC301;Proyectos de Edificación;Diurno;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;20
Ciclos Formativos de Formación Profesional de Grado Superior;2;EOC302;Proyectos de obra civil;Vespertino;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;10
Ciclos Formativos de Formación Profesional de Grado Superior;2;EOC303;Organización y Control de Obras de Construcción;Diurno;Instituto de Educación Secundaria;50010156;MIRALBUENO;Zaragoza;Zaragoza;1;5
Ciclos Formativos de Formación Profesional de Grado Superior;2;FME301;Construcciones Metálicas;Diurno;Centro Privado de Educación Secundaria;50007716;SAN VALERO;Zaragoza;Zaragoza;1;23
Ciclos Formativos de Formación Profesional de Grado Superior;2;FME301;Construcciones Metálicas;Vespertino;Instituto de Educación Secundaria;50010156;MIRALBUENO;Zaragoza;Zaragoza;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;FME302;Diseño en Fabricación Mecánica;Diurno;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;22
Ciclos Formativos de Formación Profesional de Grado Superior;2;FME304;Programación de la Producción en Fabricación Mecánica;Diurno;Centro Privado de Educación Secundaria;50007716;SAN VALERO;Zaragoza;Zaragoza;1;20
Ciclos Formativos de Formación Profesional de Grado Superior;2;FME304;Programación de la Producción en Fabricación Mecánica;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;FME304;Programación de la Producción en Fabricación Mecánica;Diurno;Centro Privado Integrado de Formación Profesional;50007492;LA SALLE-SANTO ANGEL;Zaragoza;Zaragoza;1;11
Ciclos Formativos de Formación Profesional de Grado Superior;2;FME304;Programación de la Producción en Fabricación Mecánica;Vespertino;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;23
Ciclos Formativos de Formación Profesional de Grado Superior;2;FME305;Programación de la producción en moldeo de metales y polímeros;Vespertino;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;8
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT301;Agencias de Viajes y Gestión de Eventos;Diurno;Instituto de Educación Secundaria;50010156;MIRALBUENO;Zaragoza;Zaragoza;1;22
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT301;Agencias de Viajes y Gestión de Eventos;A distancia;Instituto de Educación Secundaria;50010156;MIRALBUENO;Zaragoza;Zaragoza;1;95
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT302;Gestión de Alojamientos Turísticos;Diurno;Instituto de Educación Secundaria;50010156;MIRALBUENO;Zaragoza;Zaragoza;1;23
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT302;Gestión de Alojamientos Turísticos;Diurno;Centro Público Integrado de Formación Profesional;22005121;SAN LORENZO;Huesca;Huesca;1;12
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT303;Guía, Información y Asistencia Turísticas;Diurno;Centro Público Integrado de Formación Profesional;22005121;SAN LORENZO;Huesca;Huesca;1;9
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT303;Guía, Información y Asistencia Turísticas;Diurno;Centro Público Integrado de Formación Profesional;44010011;ESCUELA DE HOSTELERÍA DE TERUEL;Teruel;Teruel;1;5
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT304;Dirección de Servicios de Restauración;Diurno;Instituto de Educación Secundaria;50010156;MIRALBUENO;Zaragoza;Zaragoza;1;18
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT304;Dirección de Servicios de Restauración;Diurno;Centro Público Integrado de Formación Profesional;22005121;SAN LORENZO;Huesca;Huesca;1;6
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT304;Dirección de Servicios de Restauración;Diurno;Centro Público Integrado de Formación Profesional;44010011;ESCUELA DE HOSTELERÍA DE TERUEL;Teruel;Teruel;1;10
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT305;Dirección de Cocina;Diurno;Instituto de Educación Secundaria;50010156;MIRALBUENO;Zaragoza;Zaragoza;1;32
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT305;Dirección de Cocina;Diurno;Centro Público Integrado de Formación Profesional;22005121;SAN LORENZO;Huesca;Huesca;1;32
Ciclos Formativos de Formación Profesional de Grado Superior;2;HOT305;Dirección de Cocina;Diurno;Centro Público Integrado de Formación Profesional;44010011;ESCUELA DE HOSTELERÍA DE TERUEL;Teruel;Teruel;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC301;Administración de Sistemas Informáticos en Red;Diurno;Instituto de Educación Secundaria;50010144;PABLO SERRANO;Zaragoza;Zaragoza;1;19
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC301;Administración de Sistemas Informáticos en Red;Diurno;Instituto de Educación Secundaria;50010511;TIEMPOS MODERNOS;Zaragoza;Zaragoza;1;15
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC301;Administración de Sistemas Informáticos en Red;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC301;Administración de Sistemas Informáticos en Red;Vespertino;Instituto de Educación Secundaria;22002521;SIERRA DE GUARA;Huesca;Huesca;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC301;Administración de Sistemas Informáticos en Red;Vespertino;Centro Privado de Formación Profesional Específica;50009889;ACADEMIA MARCO;Zaragoza;Zaragoza;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC301;Administración de Sistemas Informáticos en Red;Vespertino;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;1;33
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC301;Administración de Sistemas Informáticos en Red;A distancia;Instituto de Educación Secundaria;50010144;PABLO SERRANO;Zaragoza;Zaragoza;1;104
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Diurno;Instituto de Educación Secundaria;22002521;SIERRA DE GUARA;Huesca;Huesca;1;28
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Diurno;Instituto de Educación Secundaria;50010144;PABLO SERRANO;Zaragoza;Zaragoza;1;33
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Diurno;Centro Privado de Educación Secundaria;50007716;SAN VALERO;Zaragoza;Zaragoza;1;24
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Zaragoza;Zaragoza;1;28
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Vespertino;Instituto de Educación Secundaria;44003223;SEGUNDO DE CHOMÓN;Teruel;Teruel;1;6
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Vespertino;Instituto de Educación Secundaria;50001179;EMILIO JIMENO;Zaragoza;Calatayud;1;7
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Vespertino;Instituto de Educación Secundaria;50010491;SANTIAGO HERNÁNDEZ;Zaragoza;Zaragoza;1;23
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Vespertino;Instituto de Educación Secundaria;50011513;TUBALCAÍN;Zaragoza;Tarazona;1;8
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Vespertino;Centro Privado de Formación Profesional Específica;50008654;CEFOR IZQUIERDO;Zaragoza;Zaragoza;1;24
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;Vespertino;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;23
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC302;Desarrollo de Aplicaciones Multiplataforma;A distancia;Centro Público Integrado de Formación Profesional;44010537;BAJO ARAGÓN;Teruel;Alcañiz;1;75
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC303;Desarrollo de Aplicaciones WEB;Diurno;Instituto de Educación Secundaria;22003288;JOSÉ MOR DE FUENTES;Huesca;Monzón;1;17
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC303;Desarrollo de Aplicaciones WEB;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC303;Desarrollo de Aplicaciones WEB;Vespertino;Instituto de Educación Secundaria;50010491;SANTIAGO HERNÁNDEZ;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC303;Desarrollo de Aplicaciones WEB;Vespertino;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC303;Desarrollo de Aplicaciones WEB;Vespertino;Centro Público Integrado de Formación Profesional;44010537;BAJO ARAGÓN;Teruel;Alcañiz;1;7
Ciclos Formativos de Formación Profesional de Grado Superior;2;IFC303;Desarrollo de Aplicaciones WEB;A distancia;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;124
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA301;Mantenimiento de Instalaciones Térmicas y de Fluidos;Diurno;Centro Público Integrado de Formación Profesional;22010712;PIRÁMIDE;Huesca;Huesca;1;8
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA301;Mantenimiento de Instalaciones Térmicas y de Fluidos;Vespertino;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;16
