ensenanza;curso;codmodalidad;modalidad;turno;dencentro;codcentro;nombrecentro;provincia;localidad;ngrupos;nmatriculado
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Diurno;Instituto de Educación Secundaria;50009129;CINCO VILLAS;Zaragoza;Ejea de los Caballeros;1;11
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Diurno;Instituto de Educación Secundaria;50011070;SIGLO XXI;Zaragoza;Pedrola;1;20
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Diurno;Instituto de Educación Secundaria;50011513;TUBALCAÍN;Zaragoza;Tarazona;1;23
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Diurno;Centro Privado de Educación Secundaria;50000412;SALESIANOS LAVIAGA-CASTILLO;Zaragoza;Almunia de Doña Godina (La);1;15
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Diurno;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;17
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Vespertino;Instituto de Educación Secundaria;44004550;FERNANDO LÁZARO CARRETER;Teruel;Utrillas;1;14
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Vespertino;Instituto de Educación Secundaria;50001179;EMILIO JIMENO;Zaragoza;Calatayud;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Vespertino;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;22
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Vespertino;Centro Privado de Formación Profesional Específica;50017096;ARSENIO JIMENO;Zaragoza;Zaragoza;1;14
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMA302;Mecatrónica Industrial;Vespertino;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMP301;Asesoría de Imagen Personal y corporativa;Diurno;Instituto de Educación Secundaria;50010491;SANTIAGO HERNÁNDEZ;Zaragoza;Zaragoza;1;25
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMP302;Estética Integral y Bienestar;Diurno;Instituto de Educación Secundaria;50010491;SANTIAGO HERNÁNDEZ;Zaragoza;Zaragoza;1;24
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMP303;Estilismo y dirección de peluquería;Vespertino;Instituto de Educación Secundaria;22005388;SIERRA DE SAN QUÍLEZ;Huesca;Binéfar;1;6
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMP303;Estilismo y dirección de peluquería;Vespertino;Instituto de Educación Secundaria;50010491;SANTIAGO HERNÁNDEZ;Zaragoza;Zaragoza;1;23
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMS301;Iluminación, captación y tratamiento de la imagen;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;32
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMS302;Producción de Audiovisuales y espectáculos;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;24
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMS302;Producción de Audiovisuales y espectáculos;A distancia;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;64
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMS303;Realización de proyectos Audiovisuales y espectáculos;Vespertino;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;35
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMS304;Sonido para Audiovisuales y espectáculos;Diurno;Instituto de Educación Secundaria;22002508;RAMÓN Y CAJAL;Huesca;Huesca;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;IMS305;Animaciones 3D, juegos y entornos interactivos;Diurno;Centro Público Integrado de Formación Profesional;50010314;LOS ENLACES;Zaragoza;Zaragoza;1;27
Ciclos Formativos de Formación Profesional de Grado Superior;2;INA301;Procesos y Calidad en la Industria Alimentaria;Diurno;Centro Público Integrado de Formación Profesional;50005690;DE MOVERA;Zaragoza;Movera;1;33
Ciclos Formativos de Formación Profesional de Grado Superior;2;INA302;Vitivinicultura;Vespertino;Instituto de Educación Secundaria;50001349;JOAQUÍN COSTA;Zaragoza;Cariñena;1;15
Ciclos Formativos de Formación Profesional de Grado Superior;2;MAM301;Diseño y Amueblamiento;Vespertino;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;12
Ciclos Formativos de Formación Profesional de Grado Superior;2;MSP304;Prevención de Riesgos Profesionales;Vespertino;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;7
Ciclos Formativos de Formación Profesional de Grado Superior;2;MSP304;Prevención de Riesgos Profesionales;Vespertino;Centro Privado de Formación Profesional Específica;50019147;FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN;Zaragoza;Villanueva de Gállego;1;5
Ciclos Formativos de Formación Profesional de Grado Superior;2;MVA302;Mantenimiento Aeromecánico;Vespertino;Instituto de Educación Secundaria;44003223;SEGUNDO DE CHOMÓN;Teruel;Teruel;1;15
Ciclos Formativos de Formación Profesional de Grado Superior;2;MVA302;Mantenimiento Aeromecánico;Vespertino;Instituto de Educación Secundaria;50010156;MIRALBUENO;Zaragoza;Zaragoza;1;15
Ciclos Formativos de Formación Profesional de Grado Superior;2;QUI301;Laboratorio de Análisis y de Control de Calidad;Diurno;Centro Público Integrado de Formación Profesional;22010712;PIRÁMIDE;Huesca;Huesca;1;29
Ciclos Formativos de Formación Profesional de Grado Superior;2;QUI301;Laboratorio de Análisis y de Control de Calidad;Diurno;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;33
Ciclos Formativos de Formación Profesional de Grado Superior;2;QUI301;Laboratorio de Análisis y de Control de Calidad;A distancia;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;103
Ciclos Formativos de Formación Profesional de Grado Superior;2;QUI304;Química Industrial;Diurno;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;28
Ciclos Formativos de Formación Profesional de Grado Superior;2;QUI306;Química Ambiental;Vespertino;Centro Público Integrado de Formación Profesional;50018829;CORONA DE ARAGÓN;Zaragoza;Zaragoza;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN301;Técnico Superior en Anatomía Patológica y Citodiagnóstico;Vespertino;Instituto de Educación Secundaria;50008460;LUIS BUÑUEL;Zaragoza;Zaragoza;1;36
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN302;Dietética;Diurno;Instituto de Educación Secundaria;50011525;MIGUEL CATALÁN;Zaragoza;Zaragoza;1;22
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN303;Técnico Superior en Documentación y Administración Sanitarias;Diurno;Instituto de Educación Secundaria;22002521;SIERRA DE GUARA;Huesca;Huesca;1;12
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN303;Técnico Superior en Documentación y Administración Sanitarias;Diurno;Instituto de Educación Secundaria;50011525;MIGUEL CATALÁN;Zaragoza;Zaragoza;1;25
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN304;Técnico Superior en Higiene Bucodental;Diurno;Instituto de Educación Secundaria;22002521;SIERRA DE GUARA;Huesca;Huesca;1;26
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN304;Técnico Superior en Higiene Bucodental;Diurno;Instituto de Educación Secundaria;44003235;VEGA DEL TURIA;Teruel;Teruel;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN304;Técnico Superior en Higiene Bucodental;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN304;Técnico Superior en Higiene Bucodental;Vespertino;Instituto de Educación Secundaria;50011525;MIGUEL CATALÁN;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN305;Técnico Superior en Imagen para el Diagnóstico y Medicina Nuclear;Vespertino;Instituto de Educación Secundaria;50011525;MIGUEL CATALÁN;Zaragoza;Zaragoza;1;31
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN306;Técnico Superior en Laboratorio Clínico y Biomédico;Diurno;Instituto de Educación Secundaria;44003235;VEGA DEL TURIA;Teruel;Teruel;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN306;Técnico Superior en Laboratorio Clínico y Biomédico;Diurno;Centro Privado de Formación Profesional Específica;50009889;ACADEMIA MARCO;Zaragoza;Zaragoza;1;38
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN306;Técnico Superior en Laboratorio Clínico y Biomédico;Vespertino;Instituto de Educación Secundaria;50009567;RÍO GÁLLEGO;Zaragoza;Zaragoza;1;29
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN306;Técnico Superior en Laboratorio Clínico y Biomédico;Vespertino;Centro Privado de Formación Profesional Específica;50009889;ACADEMIA MARCO;Zaragoza;Zaragoza;1;32
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN308;Prótesis Dentales;Vespertino;Instituto de Educación Secundaria;50009567;RÍO GÁLLEGO;Zaragoza;Zaragoza;1;18
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN309;Técnico Superior en Radioterapia y Dosimetría;Vespertino;Instituto de Educación Secundaria;50011525;MIGUEL CATALÁN;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;SAN310;Salud Ambiental;Vespertino;Instituto de Educación Secundaria;50009567;RÍO GÁLLEGO;Zaragoza;Zaragoza;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;SEA301;Educación y Control Ambiental;Vespertino;Instituto de Educación Secundaria;22005765;PIRINEOS;Huesca;Jaca;1;6
Ciclos Formativos de Formación Profesional de Grado Superior;2;SEA302;Coordinación de Emergencias y Protección Civil;Vespertino;Instituto de Educación Secundaria;44003247;FRANCÉS DE ARANDA;Teruel;Teruel;1;19
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC301;Animación sociocultural y turística;Diurno;Instituto de Educación Secundaria;50009348;AVEMPACE;Zaragoza;Zaragoza;1;24
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC302;Educación Infantil (Formación Profesional);Diurno;Instituto de Educación Secundaria;50008460;LUIS BUÑUEL;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC302;Educación Infantil (Formación Profesional);Diurno;Instituto de Educación Secundaria;50009348;AVEMPACE;Zaragoza;Zaragoza;1;35
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC302;Educación Infantil (Formación Profesional);Vespertino;Instituto de Educación Secundaria;22004611;MARTÍNEZ VARGAS;Huesca;Barbastro;1;16
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC302;Educación Infantil (Formación Profesional);Vespertino;Instituto de Educación Secundaria;44003211;SANTA EMERENCIANA;Teruel;Teruel;1;20
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC302;Educación Infantil (Formación Profesional);Vespertino;Instituto de Educación Secundaria;50008460;LUIS BUÑUEL;Zaragoza;Zaragoza;1;34
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC302;Educación Infantil (Formación Profesional);Vespertino;Centro Público Integrado de Formación Profesional;22002491;MONTEARAGÓN;Huesca;Huesca;1;28
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC302;Educación Infantil (Formación Profesional);A distancia;Instituto de Educación Secundaria;22004611;MARTÍNEZ VARGAS;Huesca;Barbastro;1;102
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC302;Educación Infantil (Formación Profesional);A distancia;Instituto de Educación Secundaria;50009348;AVEMPACE;Zaragoza;Zaragoza;1;260
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC303;Integración social;Diurno;Instituto de Educación Secundaria;50008642;MARÍA MOLINER;Zaragoza;Zaragoza;1;39
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC303;Integración social;Vespertino;Instituto de Educación Secundaria;44003211;SANTA EMERENCIANA;Teruel;Teruel;1;17
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC303;Integración social;Vespertino;Instituto de Educación Secundaria;50001830;REYES CATÓLICOS;Zaragoza;Ejea de los Caballeros;1;9
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC303;Integración social;A distancia;Instituto de Educación Secundaria;50008642;MARÍA MOLINER;Zaragoza;Zaragoza;1;142
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC304;Técnico Superior en Mediación Comunicativa;Diurno;Instituto de Educación Secundaria;50008642;MARÍA MOLINER;Zaragoza;Zaragoza;1;21
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC304;Técnico Superior en Mediación Comunicativa;Vespertino;Instituto de Educación Secundaria;44003211;SANTA EMERENCIANA;Teruel;Teruel;1;9
Ciclos Formativos de Formación Profesional de Grado Superior;2;SSC305;Promoción de igualdad de género;Vespertino;Instituto de Educación Secundaria;50009348;AVEMPACE;Zaragoza;Zaragoza;1;26
Ciclos Formativos de Formación Profesional de Grado Superior;2;TCP301;Patronaje y Moda;Vespertino;Instituto de Educación Secundaria;50008460;LUIS BUÑUEL;Zaragoza;Zaragoza;1;34
Ciclos Formativos de Formación Profesional de Grado Superior;2;TMV301;Automoción;Diurno;Instituto de Educación Secundaria;22004611;MARTÍNEZ VARGAS;Huesca;Barbastro;1;24
Ciclos Formativos de Formación Profesional de Grado Superior;2;TMV301;Automoción;Diurno;Instituto de Educación Secundaria;44003223;SEGUNDO DE CHOMÓN;Teruel;Teruel;1;19
Ciclos Formativos de Formación Profesional de Grado Superior;2;TMV301;Automoción;Diurno;Instituto de Educación Secundaria;50010041;PEDRO CERRADA;Zaragoza;Utebo;1;13
Ciclos Formativos de Formación Profesional de Grado Superior;2;TMV301;Automoción;Diurno;Centro Privado de Educación Secundaria;50007716;SAN VALERO;Zaragoza;Zaragoza;1;28
Ciclos Formativos de Formación Profesional de Grado Superior;2;TMV301;Automoción;Diurno;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Zaragoza;Zaragoza;1;30
Ciclos Formativos de Formación Profesional de Grado Superior;2;TMV301;Automoción;Vespertino;Instituto de Educación Secundaria;50006414;VIRGEN DEL PILAR;Zaragoza;Zaragoza;1;29
Ciclos Formativos de Formación Profesional de Grado Superior;2;TMV301;Automoción;Vespertino;Centro Público Integrado de Formación Profesional;44010537;BAJO ARAGÓN;Teruel;Alcañiz;1;26
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Colegio de Educación Infantil y Primaria;50004612;MONCAYO;Zaragoza;Tarazona;;1
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Colegio de Educación Especial;44003259;ARBOLEDA;Teruel;Teruel;;1
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Colegio de Educación Especial;50010387;ALBORADA;Zaragoza;Zaragoza;;3
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Colegio de Educación Especial;50017369;ANGEL RIVIÈRE;Zaragoza;Zaragoza;;1
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Colegio de Educación Especial;50018131;JEAN PIAGET;Zaragoza;Zaragoza;;1
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Centro Privado de Educación Especial;22010001;SAN JORGE;Huesca;Huesca;;2
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Centro Privado de Educación Especial;50007376;LA PURÍSIMA PARA NIÑOS SORDOS;Zaragoza;Zaragoza;;6
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Centro Privado de Educación Especial;50007674;ATADES, CENTRO DE EDUCACIÓN ESPECIAL SAN MARTÍN DE PORRES;Zaragoza;Zaragoza;;4
Educación Infantil (E.E.);1;;Educación Infantil (E.E.);Diurno;Centro Privado de Educación Especial;50008915;SAN GERMÁN;Zaragoza;Zaragoza;;2
Educación Infantil (E.E.);2;;Educación Infantil (E.E.);Diurno;Colegio de Educación Infantil y Primaria;50000850;CAMPO DE BORJA;Zaragoza;Borja;;1
Educación Infantil (E.E.);2;;Educación Infantil (E.E.);Diurno;Colegio de Educación Infantil y Primaria;50008678;RECTOR MAMÉS ESPERABÉ;Zaragoza;Ejea de los Caballeros;;4
Educación Infantil (E.E.);2;;Educación Infantil (E.E.);Diurno;Colegio de Educación Especial;44004148;GLORIA FUERTES;Teruel;Andorra;;2
