Cód. RCD Centro;Centro;Zona;Comarca;Municipio;Provincia;Nº Matriculados
50007248;TERESIANO DEL PILAR;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;282
50007327;EL PILAR-MARISTAS;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;606
50007327;EL PILAR-MARISTAS;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;321
50007352;POMPILIANO;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;421
50007352;POMPILIANO;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;204
50007376;LA PURÍSIMA PARA NIÑOS SORDOS;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;21
50007376;LA PURÍSIMA PARA NIÑOS SORDOS;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;95
50007388;LA PURÍSIMA Y SAN ANTONIO;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;193
50007388;LA PURÍSIMA Y SAN ANTONIO;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;108
50007421;SAGRADO CORAZÓN;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;640
50007421;SAGRADO CORAZÓN;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;318
50007431;SAGRADO CORAZÓN DE JESÚS;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;797
50007431;SAGRADO CORAZÓN DE JESÚS;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;420
50007467;LA SALLE FRANCISCANAS GRAN VÍA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;312
50007479;LA SALLE MONTEMOLÍN;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;608
50007479;LA SALLE MONTEMOLÍN;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;326
50007492;LA SALLE-SANTO ANGEL;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;37
50007492;LA SALLE-SANTO ANGEL;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;69
50007492;LA SALLE-SANTO ANGEL;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;82
50007492;LA SALLE-SANTO ANGEL;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;120
50007509;SAN AGUSTÍN;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;642
50007509;SAN AGUSTÍN;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;317
50007534;SAN ANTONIO DE PADUA;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;425
50007534;SAN ANTONIO DE PADUA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;207
50007674;ATADES, CENTRO DE EDUCACIÓN ESPECIAL SAN MARTÍN DE PORRES;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;139
50007716;SAN VALERO;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;52
50007716;SAN VALERO;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;218
50007716;SAN VALERO;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;308
50007716;SAN VALERO;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;599
50007728;SAN VICENTE DE PAÚL;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;26
50007728;SAN VICENTE DE PAÚL;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;50
50007728;SAN VICENTE DE PAÚL;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;379
50007728;SAN VICENTE DE PAÚL;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;206
50007731;SANTA ANA;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;576
50007731;SANTA ANA;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;305
50007777;SANTA MAGDALENA SOFÍA;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;407
50007777;SANTA MAGDALENA SOFÍA;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;215
50007789;SANTA MARÍA DEL PILAR;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;902
50007789;SANTA MARÍA DEL PILAR;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;456
50007790;SANTA MARÍA REINA;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;196
50007790;SANTA MARÍA REINA;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;109
50007807;SANTA ROSA;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;420
50007807;SANTA ROSA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;200
50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;116
50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;385
50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;199
50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;910
50007856;OBRA DIOCESANA SANTO DOMINGO DE SILOS;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;769
50007996;VILLA CRUZ;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;179
50007996;VILLA CRUZ;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;97
50008034;BAJO ARAGÓN;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;397
50008034;BAJO ARAGÓN;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;203
50008125;CORONA DE ARAGÓN;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;49
50008125;CORONA DE ARAGÓN;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;479
50008149;EUGENIO LÓPEZ Y LÓPEZ;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;440
50008174;MIGUEL SERVET;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;782
50008186;RAMÓN PIGNATELLI;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;548
50008198;GOYA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;876
50008198;GOYA;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;94
50008277;JERÓNIMO ZURITA;Zona PCPI Zaragoza;Zaragoza;Zaragoza;Zaragoza;18
50008277;JERÓNIMO ZURITA;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;616
50008289;PEDRO DE LUNA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;31
50008289;PEDRO DE LUNA;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;771
50008289;PEDRO DE LUNA;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;88
50008332;ROMAREDA;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;675
50008332;ROMAREDA;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;322
50008356;CESÁREO ALIERTA;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;512
50008368;DOCTOR AZÚA;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;581
50008371;CÉSAR AUGUSTO;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;503
50008381;MARGARITA SALAS;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;495
50008459;EL PORTILLO;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;493
50008460;LUIS BUÑUEL;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;19
50008460;LUIS BUÑUEL;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;335
50008460;LUIS BUÑUEL;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;242
50008460;LUIS BUÑUEL;Zona Zaragoza 3 (Secundaria);Zaragoza;Zaragoza;Zaragoza;622
50008514;ESCUELA DE ARTE DE ZARAGOZA;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;270
50008587;ODÓN DE BUEN;Zona Zuera;Zaragoza;Zuera;Zaragoza;431
50008605;NTRA. SRA. DEL PILAR;Zona Zuera;Zaragoza;Zuera;Zaragoza;184
50008617;SAN GABRIEL;Zona C.F. Grado Medio (Z);Zaragoza;Zuera;Zaragoza;29
50008617;SAN GABRIEL;Zona Zuera;Zaragoza;Zuera;Zaragoza;360
50008629;E.F.A. EL SALTO;Zona C.F. Grado Básico (Z);Zaragoza;Zuera;Zaragoza;12
50008629;E.F.A. EL SALTO;Zona C.F. Grado Medio (Z);Zaragoza;Zuera;Zaragoza;19
50008630;CEDES;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;52
50008642;MARÍA MOLINER;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;96
50008642;MARÍA MOLINER;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;309
50008642;MARÍA MOLINER;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;166
50008654;CEFOR IZQUIERDO;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;26
50008654;CEFOR IZQUIERDO;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;107
50008654;CEFOR IZQUIERDO;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;199
50008666;AUGUSTA BÍLBILIS;Zona Calatayud;Calatayud;Calatayud;Zaragoza;494
50008678;RECTOR MAMÉS ESPERABÉ;Zona Educación Especial (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;15
50008678;RECTOR MAMÉS ESPERABÉ;Zona Ejea de los Caballeros;Cinco Villas;Ejea de los Caballeros;Zaragoza;432
50008691;RAMIRO SOLÁNS;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;264
50008770;RÍO ARBA;Zona C.F. Grado Básico (Z);Cinco Villas;Tauste;Zaragoza;19
50008770;RÍO ARBA;Zona C.F. Grado Medio (Z);Cinco Villas;Tauste;Zaragoza;24
50008770;RÍO ARBA;Zona Tauste;Cinco Villas;Tauste;Zaragoza;378
50008782;SANTA ENGRACIA;Zona Santa Engracia;Cinco Villas;Tauste;Zaragoza;24
50008915;SAN GERMÁN;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;19
50008952;RAMÓN Y CAJAL;Zona Cuarte de Huerva;Zaragoza;Cuarte de Huerva;Zaragoza;225
50008976;ANTONIO MACHADO;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;193
50008976;ANTONIO MACHADO;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;90
50009051;PLUS ULTRA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;32
50009051;PLUS ULTRA;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;50
50009129;CINCO VILLAS;Zona C.F. Grado Básico (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;29
50009129;CINCO VILLAS;Zona C.F. Grado Medio (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;98
50009129;CINCO VILLAS;Zona C.F. Grado Superior (Z);Cinco Villas;Ejea de los Caballeros;Zaragoza;59
50009129;CINCO VILLAS;Zona Ejea de los Caballeros;Cinco Villas;Ejea de los Caballeros;Zaragoza;423
50009166;JOSÉ MANUEL BLECUA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;47
50009166;JOSÉ MANUEL BLECUA;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;57
50009166;JOSÉ MANUEL BLECUA;Zona ESPA (Z);Zaragoza;Zaragoza;Zaragoza;791
50009166;JOSÉ MANUEL BLECUA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;774
50009166;JOSÉ MANUEL BLECUA;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;80
50009178;PABLO GARGALLO;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;27
50009178;PABLO GARGALLO;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;422
50009178;PABLO GARGALLO;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;50
50009208;TORRE RAMONA;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;385
50009211;FÉLIX DE AZARA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;19
50009211;FÉLIX DE AZARA;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;745
50009221;SANTA AGATOCLIA;Zona C.F. Grado Básico (Z);Bajo Cinca;Mequinenza;Zaragoza;29
50009348;AVEMPACE;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;469
50009348;AVEMPACE;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;495
50009373;JOSÉ CAMÓN AZNAR;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;413
50009385;ZALFONADA;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;399
50009397;TENERÍAS;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;412
50009403;LAS FUENTES;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;538
50009415;GLORIA ARENILLAS;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;123
50009452;MARÍA MOLINER;Zona Zaragoza 7;Zaragoza;Zaragoza;Zaragoza;406
50009488;LOS PUEYOS;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;25
50009531;RAMÓN SÁINZ DE VARANDA;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;587
50009543;BENJAMÍN JARNÉS;Zona C.F. Grado Básico (Z);Zaragoza;Fuentes de Ebro;Zaragoza;45
50009543;BENJAMÍN JARNÉS;Zona C.F. Grado Medio (Z);Zaragoza;Fuentes de Ebro;Zaragoza;67
50009543;BENJAMÍN JARNÉS;Zona Fuentes de Ebro;Zaragoza;Fuentes de Ebro;Zaragoza;619
50009567;RÍO GÁLLEGO;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;29
50009567;RÍO GÁLLEGO;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;474
50009567;RÍO GÁLLEGO;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;236
50009567;RÍO GÁLLEGO;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;442
50009580;MIRAFLORES;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;640
50009592;GALLICUM;Zona C.F. Grado Básico (Z);Zaragoza;Zuera;Zaragoza;47
50009592;GALLICUM;Zona C.F. Grado Medio (Z);Zaragoza;Zuera;Zaragoza;50
50009592;GALLICUM;Zona C.F. Grado Superior (Z);Zaragoza;Zuera;Zaragoza;62
50009592;GALLICUM;Zona Zuera;Zaragoza;Zuera;Zaragoza;295
50009592;GALLICUM;Zona Zuera BTO;Zaragoza;Zuera;Zaragoza;82
50009646;MARÍA SORIANO;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;33
50009646;MARÍA SORIANO;Zona PCPI Zaragoza;Zaragoza;Zaragoza;Zaragoza;23
50009749;LA ESTRELLA;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;439
50009786;ANTONIO MARTÍNEZ GARAY;Zona Zaragoza 4;Zaragoza;Zaragoza;Zaragoza;162
50009889;ACADEMIA MARCO;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;26
50009889;ACADEMIA MARCO;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;285
50009889;ACADEMIA MARCO;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;272
50009944;MONSALUD;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;513
50010028;ALAÚN;Zona C.F. Grado Básico (Z);Ribera Alta del Ebro;Alagón;Zaragoza;21
50010028;ALAÚN;Zona C.F. Grado Medio (Z);Ribera Alta del Ebro;Alagón;Zaragoza;37
50010041;PEDRO CERRADA;Zona C.F. Grado Básico (Z);Zaragoza;Utebo;Zaragoza;53
50010041;PEDRO CERRADA;Zona C.F. Grado Medio (Z);Zaragoza;Utebo;Zaragoza;127
50010041;PEDRO CERRADA;Zona C.F. Grado Superior (Z);Zaragoza;Utebo;Zaragoza;128
50010041;PEDRO CERRADA;Zona Zaragoza 4 (Secundaria);Zaragoza;Utebo;Zaragoza;592
50010144;PABLO SERRANO;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;52
50010144;PABLO SERRANO;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;195
50010144;PABLO SERRANO;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;336
50010144;PABLO SERRANO;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;505
50010156;MIRALBUENO;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;95
50010156;MIRALBUENO;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;411
50010156;MIRALBUENO;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;437
50010156;MIRALBUENO;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;498
50010168;CONDES DE ARAGÓN;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;49
50010168;CONDES DE ARAGÓN;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;108
50010171;HERMANOS MARX;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;387
50010181;HISPANIDAD;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;388
50010193;PUERTA DE SANCHO;Zona Zaragoza 3;Zaragoza;Zaragoza;Zaragoza;540
50010247;SANTA ANA;Zona Mainar;Campo de Daroca;Mainar;Zaragoza;7
50010272;EL SALVADOR;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;1105
50010272;EL SALVADOR;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;527
50010284;COMUNIDAD DE DAROCA;Zona Daroca;Campo de Daroca;Daroca;Zaragoza;119
50010296;INFANTA ELENA;Zona Zaragoza 4;Zaragoza;Utebo;Zaragoza;203
50010302;FRANCISCO GRANDE COVIÁN;Zona Zaragoza 7 (Secundaria);Zaragoza;Zaragoza;Zaragoza;701
50010314;LOS ENLACES;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;399
50010314;LOS ENLACES;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;1532
50010387;ALBORADA;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;103
50010399;RÍO EBRO;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;401
50010478;CIUDAD DE ZARAGOZA;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;409
50010481;CORTES DE ARAGÓN;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;540
50010491;SANTIAGO HERNÁNDEZ;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;25
50010491;SANTIAGO HERNÁNDEZ;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;408
50010491;SANTIAGO HERNÁNDEZ;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;415
50010491;SANTIAGO HERNÁNDEZ;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;510
50010511;TIEMPOS MODERNOS;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;26
50010511;TIEMPOS MODERNOS;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;286
50010511;TIEMPOS MODERNOS;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;170
50010511;TIEMPOS MODERNOS;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;712
50010533;CABAÑAS;Zona Almunia de Doña Godina (La);Valdejalón;Almunia de Doña Godina (La);Zaragoza;557
50010533;CABAÑAS;Zona C.F. Grado Básico (Z);Valdejalón;Almunia de Doña Godina (La);Zaragoza;26
50010533;CABAÑAS;Zona C.F. Grado Medio (Z);Valdejalón;Almunia de Doña Godina (La);Zaragoza;34
50010533;CABAÑAS;Zona C.F. Grado Superior (Z);Valdejalón;Almunia de Doña Godina (La);Zaragoza;28
50010727;ELAIOS;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;588
50010739;PILAR LORENGAR;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;25
50010739;PILAR LORENGAR;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;115
50010739;PILAR LORENGAR;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;71
50010739;PILAR LORENGAR;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;703
50010764;ALEJO LORÉN ALBAREDA;Zona Caspe;Caspe;Caspe;Zaragoza;530
50010946;ANDALÁN;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;93
50010946;ANDALÁN;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;102
50010946;ANDALÁN;Zona Zaragoza 3 (Secundaria);Zaragoza;Zaragoza;Zaragoza;442
50010946;ANDALÁN;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;55
50010958;MIGUEL DE MOLINOS;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;32
50010958;MIGUEL DE MOLINOS;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;412
50010958;MIGUEL DE MOLINOS;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;29
50010961;SIERRA DE LA VIRGEN;Zona C.F. Grado Básico (Z);Aranda;Illueca;Zaragoza;12
50010961;SIERRA DE LA VIRGEN;Zona C.F. Grado Medio (Z);Aranda;Illueca;Zaragoza;9
50010961;SIERRA DE LA VIRGEN;Zona Illueca;Aranda;Illueca;Zaragoza;272
50010995;MEDINA ALBAIDA;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;599
50011008;RODANAS;Zona C.F. Grado Básico (Z);Valdejalón;Épila;Zaragoza;52
50011008;RODANAS;Zona C.F. Grado Medio (Z);Valdejalón;Épila;Zaragoza;36
50011008;RODANAS;Zona C.F. Grado Superior (Z);Valdejalón;Épila;Zaragoza;19
50011008;RODANAS;Zona Épila;Valdejalón;Épila;Zaragoza;337
50011069;ÁNGEL SANZ BRIZ;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;26
50011069;ÁNGEL SANZ BRIZ;Zona Zaragoza 4 (Secundaria);Zaragoza;Zaragoza;Zaragoza;546
50011070;SIGLO XXI;Zona C.F. Grado Básico (Z);Ribera Alta del Ebro;Pedrola;Zaragoza;50
50011070;SIGLO XXI;Zona C.F. Grado Medio (Z);Ribera Alta del Ebro;Pedrola;Zaragoza;84
50011070;SIGLO XXI;Zona C.F. Grado Superior (Z);Ribera Alta del Ebro;Pedrola;Zaragoza;33
50011070;SIGLO XXI;Zona Pedrola;Ribera Alta del Ebro;Pedrola;Zaragoza;365
50011100;SAGRADO CORAZÓN-MONCAYO;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;663
50011100;SAGRADO CORAZÓN-MONCAYO;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;304
50011124;CUEVAS DEL JALÓN;Zona Lumpiaque;Valdejalón;Lumpiaque;Zaragoza;189
50011136;EL ENEBRO;Zona Sabiñán;Calatayud;Sabiñán;Zaragoza;47
50011148;ARANDA-ISUELA;Zona Gotor;Aranda;Gotor;Zaragoza;26
50011151;TRES RIBERAS;Zona Maluenda;Calatayud;Maluenda;Zaragoza;134
50011161;RÍO RIBOTA;Zona Aniñón;Calatayud;Aniñón;Zaragoza;60
50011173;EL MIRADOR;Zona Moros;Calatayud;Villalengua;Zaragoza;31
50011185;MESA-PIEDRA-ALTO CAMPILLO;Zona Ibdes;Calatayud;Ibdes;Zaragoza;77
50011197;CERRO DE SANTA CRUZ;Zona Used;Campo de Daroca;Used;Zaragoza;16
50011203;L' ALBARDÍN;Zona Azuara;Campo de Belchite;Azuara;Zaragoza;52
50011215;MONLORA;Zona Erla;Cinco Villas;Erla;Zaragoza;39
50011227;BÉCQUER;Zona Novallas;Tarazona y el Moncayo;Novallas;Zaragoza;106
50011239;ÍNSULA BARATARIA;Zona Luceni;Ribera Alta del Ebro;Luceni;Zaragoza;205
50011240;LUIS BUÑUEL;Zona Pinsoro;Cinco Villas;Ejea de los Caballeros;Zaragoza;148
50011252;ZAURÍN;Zona Ateca;Calatayud;Ateca;Zaragoza;297
50011252;ZAURÍN;Zona C.F. Grado Básico (Z);Calatayud;Ateca;Zaragoza;15
50011252;ZAURÍN;Zona C.F. Grado Medio (Z);Calatayud;Ateca;Zaragoza;61
50011288;CASTILLO QADRIT;Zona Cadrete;Zaragoza;Cadrete;Zaragoza;408
50011291;LAS VIÑAS;Zona Fuendejalón;Campo de Borja;Fuendejalón;Zaragoza;69
50011306;MATEO VALERO;Zona Alfamén;Campo de Cariñena;Alfamén;Zaragoza;144
50011318;PUERTA DE ARAGÓN;Zona Ariza;Calatayud;Ariza;Zaragoza;122
50011321;L' ALBADA;Zona Bujaraloz;Monegros;Bujaraloz;Zaragoza;102
50011331;MARÍA MOLINER;Zona Burgo de Ebro (El);Zaragoza;Burgo de Ebro (El);Zaragoza;259
50011343;FABARA-NONASPE DOS AGUAS;Zona Fabara;Caspe;Fabara;Zaragoza;121
50011355;DEL EBRO;Zona Gelsa;Ribera Baja del Ebro;Gelsa;Zaragoza;91
50011367;VICORT-ISUELA;Zona Frasno (El);Calatayud;Frasno (El);Zaragoza;53
50011379;LA HUECHA;Zona Magallón;Campo de Borja;Magallón;Zaragoza;108
50011380;ORBA;Zona Muel;Campo de Cariñena;Muel;Zaragoza;132
50011392;LA CEPA;Zona Paniza;Campo de Cariñena;Paniza;Zaragoza;79
50011409;LA SABINA;Zona Villafranca de Ebro;Zaragoza;Villafranca de Ebro;Zaragoza;157
50011410;LOS BAÑALES;Zona Sádaba;Cinco Villas;Sádaba;Zaragoza;138
50011422;BAJO GÁLLEGO;Zona Leciñena;Zaragoza;Leciñena;Zaragoza;153
50011513;TUBALCAÍN;Zona C.F. Grado Básico (Z);Tarazona y el Moncayo;Tarazona;Zaragoza;48
