CE;Cód. RCD Centro;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2017/2018;22000767;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;15 Años;3
2017/2018;22000767;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;13 Años;10
2017/2018;22000767;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;7
2017/2018;22000767;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;15 Años;3
2017/2018;22000767;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;10
2017/2018;22000767;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;12
2017/2018;22000767;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;16 Años;4
2017/2018;22000767;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;14 Años;5
2017/2018;22000767;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;16 Años;2
2017/2018;22000767;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;15 Años;4
2017/2018;22000767;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;16 Años;1
2017/2018;22000767;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;15 Años;11
2017/2018;22000779;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;9
2017/2018;22000779;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;11
2017/2018;22000779;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;10
2017/2018;22000779;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;12
2017/2018;22000779;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;11
2017/2018;22000779;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;15
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;9
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;13
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;7 Años;1
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;7 Años;12
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;8 Años;2
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;7 Años;13
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;8 Años;11
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;9 Años;2
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;10
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;9 Años;2
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;9 Años;12
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;10 Años;2
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;9
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;10 Años;1
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;10 Años;8
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;11 Años;2
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;10 Años;12
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;11 Años;9
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;12 Años;2
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;11 Años;11
2017/2018;22000779;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;12 Años;2
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;12 Años;15
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;13 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;12 Años;17
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;13 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;14 Años;1
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;13 Años;15
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;14 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;13 Años;12
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;14 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;15 Años;1
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;15
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;14 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;12
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;14 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;15 Años;1
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;8
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;15 Años;3
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;16 Años;2
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;14 Años;12
2017/2018;22000779;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;15 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Hombre;15 Años;6
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Opción de enseñanzas académicas;Cuarto de E.S.O.;Mujer;15 Años;11
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;15 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;16 Años;4
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Hombre;17 Años;2
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Mujer;15 Años;1
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Mujer;16 Años;3
2017/2018;22000779;ESO;E.S.O.;E.S.O.;Opción de enseñanzas aplicadas;Cuarto de E.S.O.;Mujer;17 Años;2
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;1º CFPB;Hombre;16 Años;6
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;1º CFPB;Hombre;17 Años;1
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;1º CFPB;Hombre;18 Años;1
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;1º CFPB;Mujer;15 Años;1
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;1º CFPB;Mujer;16 Años;3
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;1º CFPB;Mujer;17 Años;1
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;2º de Ciclos de Formación Profesional Básica;Hombre;16 Años;2
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;2º de Ciclos de Formación Profesional Básica;Hombre;17 Años;1
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;2º de Ciclos de Formación Profesional Básica;Hombre;18 Años;1
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;2º de Ciclos de Formación Profesional Básica;Mujer;16 Años;2
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;2º de Ciclos de Formación Profesional Básica;Mujer;17 Años;1
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;2º de Ciclos de Formación Profesional Básica;Mujer;18 Años;2
2017/2018;22000779;FPB;Ciclos Formativos F.P. Básica;CFPB Cocina y Restauración;Total;2º de Ciclos de Formación Profesional Básica;Mujer;19 Años;2
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;16
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;7
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;20
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;6
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;6
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;7
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;19 Años;1
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;20 Años;1
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;18
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;5
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;5
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;12
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;7
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;3
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;2
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;10
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;3
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;19 Años;2
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;1
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;4
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;1
2017/2018;22000809;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;16 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;17 Años;5
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;18 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;24 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;16 Años;2
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;17 Años;4
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;18 Años;3
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;22 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;30 a 39 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Hombre;18 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Mujer;18 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Mujer;19 Años;3
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Mujer;20 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;2º de C. Formativos Grado Medio / (presencial ) completo;Mujer;23 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;2º sólo FCT;Hombre;20 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;2º sólo FCT;Hombre;23 Años;1
2017/2018;22000809;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en gestión administrativa;Total;2º sólo FCT;Mujer;21 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;18 Años;3
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;19 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;20 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;21 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;22 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;25 a 29 Años;2
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Hombre;30 a 39 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;18 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;20 Años;2
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;21 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;1º de C. Formativos Grado Superior (presencial);Mujer;25 a 29 Años;2
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;19 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;20 Años;2
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;21 Años;4
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;22 Años;2
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;23 Años;2
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;24 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;25 a 29 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Hombre;30 a 39 Años;1
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Mujer;20 Años;4
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Mujer;21 Años;3
2017/2018;22000809;CFGS;Ciclos Formativos Grado Superior - LOE;CFGS Técnico Superior en Administración y Finanzas;Total;2º completo de C. Formativos Grado Superior (presencial);Mujer;30 a 39 Años;4
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;12 Años;38
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;13 Años;19
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;14 Años;10
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;12 Años;36
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Mujer;13 Años;16
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;13 Años;34
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;14 Años;10
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;2º ESO;Hombre;15 Años;10
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;13 Años;37
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;14 Años;7
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;15 Años;2
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Total;2º ESO;Mujer;16 Años;1
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;33
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;14 Años;9
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;15 Años;8
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;13 Años;35
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;14 Años;7
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;15 Años;1
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Mujer;16 Años;1
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;14 Años;21
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;15 Años;11
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Hombre;16 Años;2
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;14 Años;24
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;15 Años;11
2017/2018;22000809;ESO;E.S.O.;E.S.O.;No participa en programas de mejora y del rendimiento;Tercero de E.S.O.;Mujer;16 Años;2
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;13 Años;1
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;14 Años;1
2017/2018;22000809;ESO;E.S.O.;E.S.O.;Participa en programas de mejora y del rendimiento;Segundo de E.S.O.;Hombre;15 Años;2
