CE;Cód. RCD Centro;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;18 Años;3
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;19 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;21 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Primero de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;22 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;19 Años;2
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;20 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;22 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;24 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Hombre;30 a 39 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;18 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;19 Años;4
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;20 Años;3
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Medio;CGM APyD Asistencia al Producto Gráfico Impreso LOE;Total;Segundo de Ciclos Formativos de Artes Pláticas y Diseño Grado Medio;Mujer;30 a 39 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Proyecto y Direccion de Obras de Decoracion;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;22 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Proyecto y Direccion de Obras de Decoracion;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;23 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Proyecto y Direccion de Obras de Decoracion;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;25 a 29 Años;2
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Proyecto y Direccion de Obras de Decoracion;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;20 Años;3
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Proyecto y Direccion de Obras de Decoracion;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;21 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Proyecto y Direccion de Obras de Decoracion;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;25 a 29 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Proyecto y Direccion de Obras de Decoracion;Total;Segundo de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;30 a 39 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;20 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;22 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;23 Años;2
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;25 a 29 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Hombre;30 a 39 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;19 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;21 Años;2
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;23 Años;2
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;24 Años;1
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;25 a 29 Años;5
2017/2018;44003284;ARTÍSTICAS;Ciclos F. Artes Plásticas y Diseño-Grado Superior;CGS APyD Ilustración LOE;Total;Primero de Ciclos Formativos de Artes Plásticas y Diseño Grado Superior;Mujer;30 a 39 Años;1
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;7
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;6
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;2
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;7
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;8
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;4
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;7
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;2
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;20 Años;1
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;21 Años;1
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;22 Años;1
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;13
2017/2018;44003284;BACH;Bachillerato;Bachillerato (diurno);Artes Plásticas, Diseño e Imagen/Artes;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;4
2017/2018;44003636;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;13
2017/2018;44003636;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;10
2017/2018;44003636;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;14
2017/2018;44003636;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;6 Años;2
2017/2018;44003636;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;12
2017/2018;44003636;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;7
2017/2018;44003636;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;16
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;12
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;7 Años;1
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;12
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;7 Años;2
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;7 Años;9
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;8 Años;3
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;7 Años;11
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;8 Años;2
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;8 Años;11
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;9 Años;5
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;17
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;9 Años;5
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;9 Años;18
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;10 Años;3
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;6
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;10 Años;5
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;10 Años;7
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;11 Años;3
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;10 Años;7
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;11 Años;1
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;11 Años;7
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;12 Años;1
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;11 Años;8
2017/2018;44003636;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;12 Años;1
2017/2018;44003715;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;10
2017/2018;44003715;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;15
2017/2018;44003715;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;8
2017/2018;44003715;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;6 Años;1
2017/2018;44003715;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;19
2017/2018;44003715;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;12
2017/2018;44003715;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;14
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;15
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;7 Años;1
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;14
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;7 Años;9
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Hombre;8 Años;1
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Segundo de E. Primaria;Mujer;7 Años;10
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;8 Años;13
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Hombre;9 Años;3
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;13
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;9 Años;1
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;9 Años;7
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Hombre;10 Años;1
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;13
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;10 Años;18
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Hombre;11 Años;3
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;10 Años;13
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Quinto de E. Primaria;Mujer;11 Años;1
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;11 Años;8
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Hombre;12 Años;2
2017/2018;44003715;EP;E. Primaria;E. Primaria;Total;Sexto de E. Primaria;Mujer;11 Años;8
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;9
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;1
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;10
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;2
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;9
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;18 Años;3
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;19 Años;2
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;10
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;2
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;6
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;1
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;5
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;2
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Hombre;17 Años;4
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;7
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Humanidades;Segundo de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;3
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Hombre;16 Años;3
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;16 Años;4
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;17 Años;1
2017/2018;44004045;BACH;Bachillerato;Bachillerato (diurno);Ciencias Sociales;Primero de Bachillerato L.O.G.S.E. (diurno);Mujer;18 Años;1
2017/2018;44004045;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en elaboración de productos alimentarios;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;22 Años;1
2017/2018;44004045;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en elaboración de productos alimentarios;Total;1º de C. Formativos Grado Medio / (presencial);Hombre;25 a 29 Años;1
2017/2018;44004045;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en elaboración de productos alimentarios;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;16 Años;1
2017/2018;44004045;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en elaboración de productos alimentarios;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;18 Años;1
2017/2018;44004045;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en elaboración de productos alimentarios;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;19 Años;2
2017/2018;44004045;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en elaboración de productos alimentarios;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;21 Años;1
2017/2018;44004045;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en elaboración de productos alimentarios;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;22 Años;1
2017/2018;44004045;CFGM;Ciclos Formativos Grado Medio - LOE;CFGM Técnico en elaboración de productos alimentarios;Total;1º de C. Formativos Grado Medio / (presencial);Mujer;25 a 29 Años;1
2017/2018;44004045;ESO;E.S.O.;E.S.O.;Total;Primero de E.S.O.;Hombre;12 Años;16
