CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Domicilio;Cód. Postal;Provincia;Municipio;Nº Alumnos
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017254;SIERVAS DE LOS POBRES;Cl. Pablo Parellada, 44;50007;Zaragoza;Zaragoza;34
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017291;NUESTRA SEÑORA DE LA PAZ;Cl La Salud, 11;50007;Zaragoza;Zaragoza;22
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017308;LA VIRGEN NIÑA;Cami. De Cuarte, 71;50007;Zaragoza;Zaragoza;23
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017345;EL MANZANO;Cl. Emilia Pardo Bazán, 12- Local-;50018;Zaragoza;Zaragoza;39
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017382;CHICOTES;Cl. Balbino Orensanz, 55;50014;Zaragoza;Zaragoza;19
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017461;CHIP Y CHOP;AVDA. SALVADOR ALLENDE, 44;50015;Zaragoza;Zaragoza;6
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017643;LA CARTUJA BAJA;CL. AUTONOMÍA DE ARAGÓN, 11;50720;Zaragoza;Zaragoza;10
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017771;ZARAGOZA SCHOOLHOUSE;CL. VÍA IBÉRICA, 67;50012;Zaragoza;Zaragoza;61
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017801;CU CU-TAS TAS;CL. MARÍA MONTESSORI, 12;50018;Zaragoza;Zaragoza;24
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017849;EL TREN CHU-CHU;CL. MATILDE SANGÜESA, 9-11;50014;Zaragoza;Zaragoza;29
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017850;EL DUENDE DEL BOSQUE;CL. SANTIAGO CASTILLO, 4;50620;Zaragoza;Zaragoza;19
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017941;EL BARQUITO DE PAPEL;CL. DAROCA, 42-44;50017;Zaragoza;Zaragoza;69
2019/2020;Centro privado;Centro Privado de Educación Infantil;50017990;MI MUNDO;CL. ESCUELAS, 7- BAJOS;50430;Zaragoza;María de Huerva;20
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018052;PATINETE;CL. PAMPLONA ESCUDERO, 12;50005;Zaragoza;Zaragoza;63
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018064;KOKORO;CL. LAGO DE MILLARES, 48;50011;Zaragoza;Zaragoza;34
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018076;PEQUEÑOS MAESTROS;CL. LUDWIG VAN BEETHOVEN, 52;50012;Zaragoza;Zaragoza;43
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018167;ÉRASE UNA VEZ;AVDA. SALVADOR ALLENDE, 71;50015;Zaragoza;Zaragoza;30
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018209;ZAGALICOS;CL. SAN FRANCISCO, 3;50180;Zaragoza;Utebo;37
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018234;PEQUEÑOS MAESTROS AZUCARERA;CL. VALLE DE ZURIZA, 36-38, LOCAL 2;50014;Zaragoza;Zaragoza;29
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018295;ZARAPEQUES;CL. ENRIQUE VAL, 4-LOCAL;50011;Zaragoza;Zaragoza;45
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018386;EL ARKA;CL GERONA 3;50007;Zaragoza;Zaragoza;39
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018398;Zagalines;AVDA. PUENTE DEL PILAR/CL JESÚS, 41;50014;Zaragoza;Zaragoza;47
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018453;LAS TORRES DE MONTECANAL;CL. TOMÁS ANZANO, Nº 37 URB. MONTECANAL;50297;Zaragoza;Zaragoza;64
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018490;PEDUGUINES;CL. MEDIODÍA, 5-7 BAJOS;50171;Zaragoza;Puebla de Alfindén (La);38
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018507;JUEGO Y APRENDO;CL. LAGO DE MILLARES, 34-36;50011;Zaragoza;Zaragoza;37
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018519;CHIQUILINES;CL. TODO SOBRE MI MADRE, 2;50019;Zaragoza;Zaragoza;63
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018571;LA JOTA 2;CL. TERESA SALVO PUERTO, 30;50014;Zaragoza;Zaragoza;52
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018696;RISETAS;CL. PUERTO RICO, 12;50180;Zaragoza;Utebo;43
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018702;KID\'S GARDEN REYES DE ARAGÓN;P.º REYES DE ARAGÓN, 21;50012;Zaragoza;Zaragoza;87
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018854;MAGIC FOREST;PZA. JOAQUÍN SOROLLA, 2;50180;Zaragoza;Utebo;14
2019/2020;Centro privado;Centro Privado de Educación Infantil;50018866;MONIGOTES;CL. SAN ANTONIO MARÍA CLARET, 14;50005;Zaragoza;Zaragoza;75
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019007;NENETES;PZA. DE LOS LAGOS AZULES, 6;50011;Zaragoza;Zaragoza;72
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019111;SALTARINES;CL. DEL GLOBO, 9;50015;Zaragoza;Zaragoza;54
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019159;EL NIDO DE PATRICIA;CL. EMILIO CASTELAR, 91;50013;Zaragoza;Zaragoza;47
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019214;IR CRECIENDO;CL. Ciudadano Kane, 33-35;50019;Zaragoza;Zaragoza;126
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019241;PLANETA IMAGINARIO;AVDA. CASABLANCA, 34;50019;Zaragoza;Zaragoza;65
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019263;KID\'S GARDEN ACTUR;Cl. Santiago Lagunas, 1;50018;Zaragoza;Zaragoza;62
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019305;DADA;Cl. Mi Tío, 13;50019;Zaragoza;Zaragoza;41
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019342;Reino Menudo;C/ Maurice Ravel, 67;50012;Zaragoza;Zaragoza;105
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019366;MI CASITA EN EL JARDIN;C/ Sisallar L-3, número 99.;50173;Zaragoza;Nuez de Ebro;13
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019391;BARQUITOS;C/ Todo sobre mi madre, 24;50019;Zaragoza;Zaragoza;55
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019421;SMALL WORLD;Cº Fuente de la Junquera, 21;50007;Zaragoza;Zaragoza;26
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019433;LUNA;C.º Valimaña, 20;50014;Zaragoza;Zaragoza;36
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019445;NUVOLA;Avda. Andrea Palladio, 12 - Local 2;50021;Zaragoza;Zaragoza;52
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019457;LITTLE LANUZA;Ctra. del Aeropuerto, 275;50011;Zaragoza;Zaragoza;15
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019469;BOSQUE TERNURA 2;C/ Santiago Lapuente, 4-8;50014;Zaragoza;Zaragoza;24
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019470;MONTESSORI KIDS;C/ Cervantes, 34.;50006;Zaragoza;Zaragoza;35
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019494;BALÚ;C/ Lista de Schindler, 11-13;50019;Zaragoza;Zaragoza;30
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019536;ARQUERITOS;Avda. 21 de junio de 2009, 56;50022;Zaragoza;Zaragoza;74
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019639;PEQUEÑOS VENECIANOS;CL. VAPORETTO, 4, LOCAL;50021;Zaragoza;Zaragoza;79
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019691;NUNÚ BEBÉ;CL. GABRIEL Y GALÁN, 16;50016;Zaragoza;Zaragoza;18
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019718;NANYLAND PARQUE VENECIA;C/ Palacio Ducal, número 18;50021;Zaragoza;Zaragoza;57
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019743;ISABELINOS;Avenida Santa Isabel, número 201;50016;Zaragoza;Zaragoza;37
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019755;NEMOMARLIN PASEO DE SAGASTA;C/ La Paz, 8;50008;Zaragoza;Zaragoza;72
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019809;CANTINELA;Calle Segismundo Moret, número 4;50001;Zaragoza;Zaragoza;63
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019858;NANYLAND HISPANIDAD;Vía Hispanidad, número 30;50009;Zaragoza;Zaragoza;52
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019871;DUENDECILLOS;Andrea Palladio, número 2.;50021;Zaragoza;Zaragoza;31
2019/2020;Centro privado;Centro Privado de Educación Infantil;50019883;ARCO IRIS;Calle Amistad, número 6;50002;Zaragoza;Zaragoza;41
2019/2020;Centro privado;Centro Privado de Educación Primaria;50006426;ADVENTISTA RIGEL;Cl. Alicante, 3 - 11;50007;Zaragoza;Zaragoza;51
2019/2020;Centro privado;Centro Privado de Educación Primaria;50008344;ESCOLANÍA INFANTES DEL PILAR;Cl. Florencio Jardiel, 1;50003;Zaragoza;Zaragoza;13
2019/2020;Centro privado;Centro Privado de Educación Infantil y Primaria;22003252;SANTA ANA;Avda. Del Pilar, 6;22400;Huesca;Monzón;425
2019/2020;Centro privado;Centro Privado de Educación Infantil y Primaria;22003276;MINTE;Cl. Valencia, 18;22400;Huesca;Monzón;241
2019/2020;Centro privado;Centro Privado de Educación Infantil y Primaria;22003860;SANTA ANA;Pza. Santa Ana, 4;22600;Huesca;Sabiñánigo;159
2019/2020;Centro privado;Centro Privado de Educación Infantil y Primaria;50005483;VIRGEN DE GUADALUPE;Cl. Isla De Yerba, 12;50012;Zaragoza;Zaragoza;189
2019/2020;Centro privado;Centro Privado de Educación Infantil y Primaria;50005562;SAN MIGUEL;Cl. Cataluña, S/N;50620;Zaragoza;Zaragoza;136
2019/2020;Centro privado;Centro Privado de Educación Infantil y Primaria;50006815;LA SALLE FRANCISCANAS;Cl. Andrés Piquer, 5;50006;Zaragoza;Zaragoza;679
2019/2020;Centro privado;Centro Privado de Educación Infantil y Primaria;50008605;NTRA. SRA. DEL PILAR;Cl. Antonio Machado, 18;50800;Zaragoza;Zuera;216
2019/2020;Centro privado;Centro Privado de Educación Especial;22010001;SAN JORGE;Ctra. De Granén, S/N;22196;Huesca;Huesca;41
2019/2020;Centro privado;Centro Privado de Educación Especial;50005616;SAN ANTONIO;Cami. Del Buro, 80;50011;Zaragoza;Zaragoza;29
2019/2020;Centro privado;Centro Privado de Educación Especial;50007376;LA PURÍSIMA PARA NIÑOS SORDOS;Cl. Corona De Aragón, 54;50009;Zaragoza;Zaragoza;171
2019/2020;Centro privado;Centro Privado de Educación Especial;50007674;ATADES, CENTRO DE EDUCACIÓN ESPECIAL SAN MARTÍN DE PORRES;Cl. Octavio De Toledo, 2;50007;Zaragoza;Zaragoza;106
2019/2020;Centro privado;Centro Privado de Educación Especial;50008630;CEDES;CL. SAN CRISTOBAL,4 BO.SAN GREGORIO;50015;Zaragoza;Zaragoza;56
2019/2020;Centro privado;Centro Privado de Educación Especial;50008915;SAN GERMÁN;Ctra. De Huesca, S/N;50020;Zaragoza;Zaragoza;19
2019/2020;Centro privado;Centro Privado de Educación Especial;50009488;LOS PUEYOS;Cl. Paso, 250;50162;Zaragoza;Zaragoza;25
2019/2020;Centro privado;Centro Privado de Educación Especial;50009646;MARÍA SORIANO;Ctra. Logroño, Km. 7,8;50011;Zaragoza;Zaragoza;47
2019/2020;Centro privado;Centro Privado de Educación de Personas Adultas;50009324;O.S.C.U.S.;Cl. Boggiero,166;50003;Zaragoza;Zaragoza;453
2019/2020;Centro privado;Centro Privado de Educación de Personas Adultas;50009725;CODEF;CL. San Roque, 5-7;50017;Zaragoza;Zaragoza;267
2019/2020;Centro privado;Centro Privado de Educación Secundaria;22003239;SANTO DOMINGO SAVIO;P.º SAN JUAN BOSCO, 83-85;22400;Huesca;Monzón;908
2019/2020;Centro privado;Centro Privado de Educación Secundaria;22006137;VALLE DE BENASQUE;Avda .De Luchón, S/N;22440;Huesca;Benasque;53
2019/2020;Centro privado;Centro Privado de Educación Secundaria;50000412;SALESIANOS LAVIAGA-CASTILLO;Cl. María Auxiliadora, 12;50100;Zaragoza;Almunia de Doña Godina (La);758
2019/2020;Centro privado;Centro Privado de Educación Secundaria;50007467;LA SALLE FRANCISCANAS GRAN VÍA;Cl. Santa Teresa De Jesús, 23;50006;Zaragoza;Zaragoza;787
2019/2020;Centro privado;Centro Privado de Educación Secundaria;50007716;SAN VALERO;Cl. Violeta Parra, 9;50015;Zaragoza;Zaragoza;1.750
2019/2020;Centro privado;Centro Privado de Educación Secundaria;50009026;LICEO EUROPA;CAMI. FUENTE DE LA JUNQUERA, 21;50012;Zaragoza;Zaragoza;170
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;22004943;NTRA. SRA. DE GUAYENTE;CL. SANTUARIO DE GUAYENTE, S/N;22468;Huesca;Sahún;36
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;22010153;ARTE-MISS HUESCA;Cl. Alcalde Carderera, 3;22002;Huesca;Huesca;10
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50001829;E.F.A. BOALARES;Carretera A-127, km 37;50600;Zaragoza;Ejea de los Caballeros;64
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50003863;E.F.A. LA NORIA;CL. PUENTE JUBO, S/N;50298;Zaragoza;Pinseque;92
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50008629;E.F.A. EL SALTO;Ctra. de Huesca, N. 330, Km. 529;50800;Zaragoza;Zuera;38
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50008654;CEFOR IZQUIERDO;Avda. Tenor Fleta, 57 (Pasaje);50008;Zaragoza;Zaragoza;313
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50009051;PLUS ULTRA;Cl. Gran Via, 11;50006;Zaragoza;Zaragoza;82
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50009221;SANTA AGATOCLIA;CTRA. DE FRAGA, S/N;50170;Zaragoza;Mequinenza;26
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50009889;ACADEMIA MARCO;Cl. Conde De Aranda, 7-9;50004;Zaragoza;Zaragoza;434
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50010028;ALAÚN;Cl. Ramón Y Cajal, 10;50630;Zaragoza;Alagón;61
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50010168;CONDES DE ARAGÓN;Cl. Condes De Aragón, 9;50009;Zaragoza;Zaragoza;161
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50011574;CPA-SALDUIE;AVDA. RAMÓN SAÍNZ DE VARANDA 1-3;50009;Zaragoza;Zaragoza;638
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50011781;VALLE DE TENA;P.º Isabel La Católica, 5-7;50009;Zaragoza;Zaragoza;266
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50011793;ARTE-MISS ZARAGOZA, CENTRO 1;Cl. Padre Manjón, 38-40;50010;Zaragoza;Zaragoza;45
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50017096;ARSENIO JIMENO;Cl. Eduardo Jimeno Correas, S/N;50018;Zaragoza;Zaragoza;134
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50017503;OCÉANO ATLÁNTICO;Avda. Ranillas, 1, edificio 3D;50018;Zaragoza;Zaragoza;295
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50018556;LUIS MANUEL GARCÍA URREA;CL. LAGASCA, 25-27;50006;Zaragoza;Zaragoza;71
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50019147;FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN;Cl. Isaac Newton, 1 - Parcela 15;50830;Zaragoza;Villanueva de Gállego;64
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50019381;ANDRÉS GARDE ERIKSON;Polígono Mediavega, 2-3;50300;Zaragoza;Calatayud;7
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50019482;ARTE-MISS ZARAGOZA, CENTRO 2;C/ Gran Vía, 22;50005;Zaragoza;Zaragoza;83
2019/2020;Centro privado;Centro Privado de Formación Profesional Específica;50019640;FORMACCIONA;CL. ASÍN Y PALACIOS, 18;50009;Zaragoza;Zaragoza;426
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22000767;SAN VICENTE DE PAÚL;Cami. Real De Zaragoza, S/N;22300;Huesca;Barbastro;354
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22000779;SAN JOSÉ DE CALASANZ;Pza. Constitución, 2;22300;Huesca;Barbastro;481
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22001085;VIRGEN DEL ROMERAL;Cl. Mariano De Pano, 5 Y 7;22500;Huesca;Binéfar;333
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22001899;SANTA ANA;Cl. Hermana Andresa, S/N;22520;Huesca;Fraga;717
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22002417;SANTA ANA;CL. COSO ALTO, 47;22003;Huesca;Huesca;784
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22002430;SAN BERNARDO;Avda. Monreal, 14;22003;Huesca;Huesca;802
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22002466;SANTA ROSA - ALTOARAGÓN;Psje. Pico del Águila nº 7;22004;Huesca;Huesca;1.240
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22002478;SAN VIATOR;Cl. Del Parque, 15;22003;Huesca;Huesca;756
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;22002703;ESCUELAS PÍAS;Avda. Perimetral, 2;22700;Huesca;Jaca;742
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;44000261;SAN VALERO;Cl. Escolapios, 2;44600;Teruel;Alcañiz;358
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;44000271;LA INMACULADA;Cl. Blasco, 1;44600;Teruel;Alcañiz;354
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;44003041;LA SALLE-SAN JOSÉ;Cl. Tenor Marín, nº 6A;44002;Teruel;Teruel;754
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;44003077;LAS VIÑAS;Cami. De Capuchinos, 1;44003;Teruel;Teruel;862
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;44003156;VICTORIA DÍEZ;Avda. Ruiz Jarabo, 4;44002;Teruel;Teruel;345
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;44003171;LA PURÍSIMA Y SANTOS MÁRTIRES;Pza. Goya, 5;44001;Teruel;Teruel;323
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50000151;NTRA. SRA DEL CASTILLO;Avda. De La Portalada, 39;50630;Zaragoza;Alagón;358
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50000862;SANTA ANA;Cl. Amad, 22;50540;Zaragoza;Borja;304
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50001121;SANTA ANA;Cl. Madre Rafols, 2;50300;Zaragoza;Calatayud;712
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50001362;SANTA ANA;Cl. Coso, 18;50700;Zaragoza;Caspe;349
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50001799;NTRA. SRA. DE LAS MERCEDES;Pº. Justicia Mayor De Aragón, 49;50600;Zaragoza;Ejea de los Caballeros;359
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50003838;SANTA MARÍA DE LA ESPERANZA;Cl. Rosales, 2;50750;Zaragoza;Pina de Ebro;187
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50004570;SAGRADA FAMILIA;Cl. Carmen, 2 - 3;50500;Zaragoza;Tarazona;326
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50004594;NTRA. SRA. DEL PILAR;Cl. Gutiérrez De Córdoba, 8;50500;Zaragoza;Tarazona;362
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50005495;SANSUEÑA;CL. GASTÓN DE BEARNE, 3;50012;Zaragoza;Zaragoza;908
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50005513;SAGRADA FAMILIA;P.º Infantes De España, 4;50012;Zaragoza;Zaragoza;864
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50005537;MADRE MARÍA ROSA MOLAS;Vía Ibérica, 25;50009;Zaragoza;Zaragoza;1.385
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50005549;BRITÁNICO DE ARAGÓN;Ctra. De Valencia, Km. 8,5;50410;Zaragoza;Zaragoza;767
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50005628;SAN ALBERTO MAGNO;Urb. Torres San Lamberto, 58;50011;Zaragoza;Zaragoza;872
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50005781;LA CONCEPCIÓN;Cl. La Iglesia, 30;50016;Zaragoza;Zaragoza;345
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50005823;CONDES DE ARAGÓN;Ctra. De Logroño, Km.7,8;50011;Zaragoza;Zaragoza;864
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006463;LA ANUNCIATA;Cl. Santa Inés, 3;50003;Zaragoza;Zaragoza;656
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006529;EL BUEN PASTOR;Cl. Monzón, 27;50007;Zaragoza;Zaragoza;1.076
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006542;CALASANCIO;Cl. Sevilla, 19;50006;Zaragoza;Zaragoza;369
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006554;CALASANZ;Cl. Teniente Coronel Valenzuela, 2;50004;Zaragoza;Zaragoza;800
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006566;CARDENAL XAVIERRE;Pza. San Francisco, 15;50006;Zaragoza;Zaragoza;1.039
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006578;CANTÍN Y GAMBOA;Cl. Moret, 4;50001;Zaragoza;Zaragoza;377
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006581;COLEGIO MONTESSORI;CL. LAGASCA, 25-27;50006;Zaragoza;Zaragoza;1.543
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006633;COMPAÑÍA DE MARÍA;Cl. Bilbao, 10;50004;Zaragoza;Zaragoza;1.424
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006669;CRISTO REY;Avda. Academia General Militar, 80;50015;Zaragoza;Zaragoza;1.534
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006700;DON BOSCO;Cl. Alfonso Zapater Cerdán, 21;50014;Zaragoza;Zaragoza;373
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006724;LICEO EUROPA;CAMI. FUENTE DE LA JUNQUERA, 21;50012;Zaragoza;Zaragoza;690
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006751;ESCUELAS PÍAS;Cl. Conde De Aranda, 2;50003;Zaragoza;Zaragoza;1.688
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006761;ESCOLAPIAS SANTA ENGRACIA;Cami. De Miraflores, 23;50007;Zaragoza;Zaragoza;591
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006797;PADRE ENRIQUE DE OSSÓ;Cl. Enrique De Ossó, 2-4;50017;Zaragoza;Zaragoza;1.053
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006803;MARÍA INMACULADA;Vía Hispanidad, 91-93;50011;Zaragoza;Zaragoza;817
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006840;HIJAS DE SAN JOSÉ;Cl. Duquesa Villahermosa, 16;50010;Zaragoza;Zaragoza;1.180
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50006888;INMACULADA CONCEPCIÓN;Cl. Concepción, 8-10;50008;Zaragoza;Zaragoza;365
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007017;MARÍA AUXILIADORA;Cl. Mornés, 14;50007;Zaragoza;Zaragoza;920
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007042;LA MILAGROSA;Cl. Maestro Estremiana, 3 Y 5;50006;Zaragoza;Zaragoza;389
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007078;AGUSTÍN GERICÓ;Avda. Cesáreo Alierta, 72;50013;Zaragoza;Zaragoza;756
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007133;NTRA. SRA. DEL CARMEN;Cl. Madre Vedruna, 15;50008;Zaragoza;Zaragoza;1.334
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007157;NTRA. SRA. DEL CARMEN Y SAN JOSÉ;Cl. Santa Inés, 1;50003;Zaragoza;Zaragoza;463
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007194;NTRA. SRA. DE LA MERCED;P.º De Ruiseñores, 1;50006;Zaragoza;Zaragoza;383
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007236;SALESIANO NTRA. SRA.DEL PILAR;Cl. María Auxiliadora, 57;50009;Zaragoza;Zaragoza;1.836
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007248;TERESIANO DEL PILAR;CAMI. DE PINSEQUE, 37-39;50011;Zaragoza;Zaragoza;1.275
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007327;EL PILAR-MARISTAS;Cl. Rafael Alberti, 5;50018;Zaragoza;Zaragoza;1.454
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007352;POMPILIANO;P.º Ruiseñores, 28;50006;Zaragoza;Zaragoza;792
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007388;LA PURÍSIMA Y SAN ANTONIO;Avenida Puente del Pilar 26;50014;Zaragoza;Zaragoza;394
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007421;SAGRADO CORAZÓN;P.º De La Mina, 4 - 10;50001;Zaragoza;Zaragoza;1.515
2019/2020;Centro privado;Centro Privado de Educación Infantil Primaria y Secundaria;50007431;SAGRADO CORAZÓN DE JESÚS;Cl. Poeta Pablo Neruda, 35;50018;Zaragoza;Zaragoza;1.873
